r_datetime,url,title,citation,snippet
2020-09-23T05:54:45Z,https://pubmed.ncbi.nlm.nih.gov/?term=AZD1775&sort=date&size=20,Identifying and Overcoming Mechanisms of PARP Inhibitor Resistance in Homologous Recombination Repair-Deficient and Repair-Proficient High Grade Serous Ovarian Cancer Cells.,Cancers (Basel). 2020 Jun 9;12(6):1503. doi: 10.3390/cancers12061503.,"Growth of all olaparib-resistant clones isolated could be controlled by WEE1 kinase inhibitor AZD1775, which inactivates the G2 checkpoint. ..."
2020-09-23T05:54:45Z,https://pubmed.ncbi.nlm.nih.gov/?term=AZD1775&sort=date&size=20,Inhibition of ATR Increases the Sensitivity to WEE1 Inhibitor in Biliary Tract Cancer.,Cancer Res Treat. 2020 Jul;52(3):945-956. doi: 10.4143/crt.2020.080. Epub 2020 Apr 17.,"RESULTS: AZD1775 blocked the phosphorylation of CDC2 and CDC25C in all cell lines, but significantly increased apoptosis and S phase arrest in sensitive cells. ...In addition, in vitro and in vivo data illustrated that AZD1775 combined with AZD6738 exerted more pote …"
2020-09-23T05:54:45Z,https://pubmed.ncbi.nlm.nih.gov/?term=AZD1775&sort=date&size=20,Wee1 Kinase Inhibitor AZD1775 Effectively Sensitizes Esophageal Cancer to Radiotherapy.,Clin Cancer Res. 2020 Jul 15;26(14):3740-3750. doi: 10.1158/1078-0432.CCR-19-3373. Epub 2020 Mar 27.,Human esophageal cancer xenografts were generated to explore the radiosensitizing effect of AZD1775 in vivo. RESULTS: The IC(50) concentrations of AZD1775 on esophageal cancer cell lines were between 300 and 600 nmol/L. ...AZD1775 significantly abrogated radi …
2020-09-23T05:54:45Z,https://pubmed.ncbi.nlm.nih.gov/?term=AZD1775&sort=date&size=20,Wee1 Inhibition Enhances the Anti-Tumor Effects of Capecitabine in Preclinical Models of Triple-Negative Breast Cancer.,Cancers (Basel). 2020 Mar 19;12(3):719. doi: 10.3390/cancers12030719.,"Adavosertib (AZD1775) is a potent, small-molecule, ATP-competitive inhibitor of the Wee1 kinase that potentiates the activity of many DNA-damaging chemotherapeutics and is currently in clinical development for multiple indications. ...(TNBC012, p < 0.05 combo vs. …"
2020-09-23T05:54:45Z,https://pubmed.ncbi.nlm.nih.gov/?term=AZD1775&sort=date&size=20,Increased HDAC Activity and c-MYC Expression Mediate Acquired Resistance to WEE1 Inhibition in Acute Leukemia.,Front Oncol. 2020 Mar 5;10:296. doi: 10.3389/fonc.2020.00296. eCollection 2020.,"We found that AZD1775 resistant cell lines are dependent upon increased HDAC activity for their survival, in part due to increased KDM5A activity. ...Overexpression of c-MYC confers resistance to AZD1775 in cell lines with low baseline expression. Pharmacologic inhi …"
2020-09-23T05:54:45Z,https://pubmed.ncbi.nlm.nih.gov/?term=AZD1775&sort=date&size=20,"Phase I trial of WEE1 inhibition with chemotherapy and radiotherapy as adjuvant treatment, and a window of opportunity trial with cisplatin in patients with head and neck cancer: the WISTERIA trial protocol.",BMJ Open. 2020 Mar 16;10(3):e033009. doi: 10.1136/bmjopen-2019-033009.,"This trial explores the associated effect of WEE1 kinase inhibitor adavosertib (AZD1775). METHODS AND ANALYSIS: This phase I dose-finding, open-label, multicentre trial aims to determine the highest safe dose of AZD1775 in combination with cisplatin chemother …"
2020-09-23T05:54:45Z,https://pubmed.ncbi.nlm.nih.gov/?term=AZD1775&sort=date&size=20,Targeting MYC-driven replication stress in medulloblastoma with AZD1775 and gemcitabine.,J Neurooncol. 2020 May;147(3):531-545. doi: 10.1007/s11060-020-03457-0. Epub 2020 Mar 16.,"The WEE1 inhibitor AZD1775 synergized with inhibitors of nucleotide synthesis, including gemcitabine. AZD1775 with gemcitabine suppressed proliferation and induced apoptosis. Ex vivo modeling demonstrated efficacy in Group 3 medulloblastoma patients, and in vivo mod …"
2020-09-23T05:54:45Z,https://pubmed.ncbi.nlm.nih.gov/?term=AZD1775&sort=date&size=20,Chemopreventive targeted treatment of head and neck precancer by Wee1 inhibition.,Sci Rep. 2020 Feb 11;10(1):2330. doi: 10.1038/s41598-020-58509-2.,"All four precancerous cell lines were highly sensitive to Wee1 inhibition by Adavosertib (AZD1775), while primary keratinocytes tolerated this inhibitor. ..."
2020-09-23T05:54:45Z,https://pubmed.ncbi.nlm.nih.gov/?term=AZD1775&sort=date&size=20,"Safety, Pharmacokinetics, and Clinical Activity of Adavosertib in Combination with Chemotherapy in Asian Patients with Advanced Solid Tumors: Phase Ib Study.",Target Oncol. 2020 Feb;15(1):75-84. doi: 10.1007/s11523-020-00701-5.,"BACKGROUND: The WEE1 inhibitor adavosertib (AZD1775) has been investigated in Western patients. OBJECTIVE: This open-label Phase Ib study (NCT02341456) investigated the safety, pharmacokinetics, and clinical activity of adavosertib in combination with carbopl …"
2020-09-23T05:54:45Z,https://pubmed.ncbi.nlm.nih.gov/?term=AZD1775&sort=date&size=20,Synthetic Lethal Targeting of Mitotic Checkpoints in HPV-Negative Head and Neck Cancer.,Cancers (Basel). 2020 Jan 28;12(2):306. doi: 10.3390/cancers12020306.,"Subsequent analyses demonstrated potent combination activity between the CHK1/2 inhibitor LY2606268 (prexasertib), which eliminates a G2 checkpoint, and the WEE1 inhibitor AZD1775 (adavosertib), which promotes M-phase entry, in induction of DNA damage, mitotic catas …"
2020-09-23T05:54:45Z,https://pubmed.ncbi.nlm.nih.gov/?term=AZD1775&sort=date&size=20,WEE1 inhibition synergizes with CHOP chemotherapy and radiation therapy through induction of premature mitotic entry and DNA damage in diffuse large B-cell lymphoma.,Ther Adv Hematol. 2020 Jan 20;11:2040620719898373. doi: 10.1177/2040620719898373. eCollection 2020.,"RESULTS: Treatment with either RT or CHOP led to enhanced sensitivity to AZD1775 in several DLBCL cell lines. Treatment of cells with AZD1775 induced unscheduled mitotic progression, resulting in abnormal cell cycle distribution in combination with RT or CHOP treatm …"
2020-09-23T05:54:45Z,https://pubmed.ncbi.nlm.nih.gov/?term=AZD1775&sort=date&size=20,Preclinical evaluation of the combination of AZD1775 and irinotecan against selected pediatric solid tumors: A Pediatric Preclinical Testing Consortium report.,Pediatr Blood Cancer. 2020 May;67(5):e28098. doi: 10.1002/pbc.28098. Epub 2020 Jan 23.,AZD1775 is a WEE1 inhibitor that is in clinical development for children and adults with cancer. METHODS: AZD1775 was tested using a dose of 120 mg/kg administered orally for days 1 to 5. Irinotecan was administered intraperitoneally at a dose of 2.5 mg/kg for days …
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,"Trabectedin and Lurbinectedin Extend Survival of Mice Bearing C26 Colon Adenocarcinoma, without Affecting Tumor Growth or Cachexia.",Cancers (Basel). 2020 Aug 17;12(8):2312. doi: 10.3390/cancers12082312.,"Trabectedin (ET743) and lurbinectedin (PM01183) limit the production of inflammatory cytokines that are elevated during cancer cachexia. ...Since PM01183 extended the animal survival more than ET743, we analyzed PM01183 further. In tibialis anterior of …"
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,"Lurbinectedin as second-line treatment for patients with small-cell lung cancer: a single-arm, open-label, phase 2 basket trial.",Lancet Oncol. 2020 May;21(5):645-654. doi: 10.1016/S1470-2045(20)30068-1. Epub 2020 Mar 27.,"Lurbinectedin is a selective inhibitor of oncogenic transcription. In this phase 2 study, we evaluated the acti and safety of lurbinectedin in patients with SCLC after failure of platinum-based chemotherapy. ...Treatment consisted of 3·2 mg/m(2) lurbinectedin …"
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,New opportunities in a challenging disease: lurbinectedin for relapsed small-cell lung cancer.,Lancet Oncol. 2020 May;21(5):605-607. doi: 10.1016/S1470-2045(20)30097-8. Epub 2020 Mar 27.,
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,Immunoregulatory effects of Lurbinectedin in chronic lymphocytic leukemia.,Cancer Immunol Immunother. 2020 May;69(5):813-824. doi: 10.1007/s00262-020-02513-y. Epub 2020 Feb 13.,"In this study, we aimed to evaluate the activity of Lurbinectedin on circulating mononuclear cells from CLL patients and to determine whether Lurbinectedin could affect the cross-talk between B-CLL cells and the tumor microenvironment. ...Our findings encourage furt …"
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,A phase II multi-strata study of lurbinectedin as a single agent or in combination with conventional chemotherapy in metastatic and/or unresectable sarcomas.,Eur J Cancer. 2020 Feb;126:21-32. doi: 10.1016/j.ejca.2019.10.021. Epub 2019 Dec 31.,"Lurbinectedin is a new anticancer agent under investigation. The primary objective of this three-arm, phase II study was to determine the disease control rate (DCR = ORR + stable disease [SD]) at 24 weeks of lurbinectedin alone or with chemotherapy in STS. ...Study …"
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,Establishment and characterisation of a new patient-derived model of myxoid liposarcoma with acquired resistance to trabectedin.,Br J Cancer. 2019 Sep;121(6):464-473. doi: 10.1038/s41416-019-0550-2. Epub 2019 Aug 14.,
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,A Scalable Total Synthesis of the Antitumor Agents Et-743 and Lurbinectedin.,Angew Chem Int Ed Engl. 2019 Mar 18;58(12):3972-3975. doi: 10.1002/anie.201900035. Epub 2019 Feb 14.,
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,The Antitumor Drugs Trabectedin and Lurbinectedin Induce Transcription-Dependent Replication Stress and Genome Instability.,Mol Cancer Res. 2019 Mar;17(3):773-782. doi: 10.1158/1541-7786.MCR-18-0575. Epub 2018 Dec 14.,"Here we show that R-loops play an important role in the cellular response to trabectedin (ET743), an anticancer drug from marine origin and its derivative lurbinectedin (PM01183). ...In yeast, trabectedin and lurbinectedin increased the presence of Rad52 foci …"
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,"Lurbinectedin (PM01183), a selective inhibitor of active transcription, effectively eliminates both cancer cells and cancer stem cells in preclinical models of uterine cervical cancer.",Invest New Drugs. 2019 Oct;37(5):818-827. doi: 10.1007/s10637-018-0686-6. Epub 2018 Oct 30.,Mouse xenografts of cervical cancer revealed that lurbinectedin significantly inhibits tumor growth. The growth-inhibitory effect of lurbinectedin was greater than that of cisplatin and paclitaxel. ...Conclusions Lurbinectedin is highly effective on uterine c …
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,ATLANTIS: a Phase III study of lurbinectedin/doxorubicin versus topotecan or cyclophosphamide/doxorubicin/vincristine in patients with small-cell lung cancer who have failed one prior platinum-containing line.,Future Oncol. 2019 Jan;15(3):231-239. doi: 10.2217/fon-2018-0597. Epub 2018 Oct 26.,"Lurbinectedin is an inhibitor of active transcription of protein-coding genes, causing DNA-break accumulation, apoptosis and modulation of the tumor microenvironment. Early-phase clinical trials indicate promising activity of lurbinectedin in small-cell lung cancer. …"
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,Lurbinectedin for BRCA-mutated advanced breast cancer.,Lancet Oncol. 2018 Nov;19(11):e582. doi: 10.1016/S1470-2045(18)30737-X. Epub 2018 Sep 27.,
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,Multicenter Phase II Study of Lurbinectedin in BRCA-Mutated and Unselected Metastatic Advanced Breast Cancer and Biomarker Assessment Substudy.,J Clin Oncol. 2018 Nov 1;36(31):3134-3143. doi: 10.1200/JCO.2018.78.6558. Epub 2018 Sep 21.,"PURPOSE: This multicenter phase II trial evaluated lurbinectedin (PM01183), a selective inhibitor of active transcription of protein-coding genes, in patients with metastatic breast cancer. ...In vivo, sensitivity to cisplatin and lurbinectedin was evidenced …"
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,Safety and tolerability of lurbinectedin (PM01183) in patients with acute myeloid leukemia and myelodysplastic syndrome.,Hematol Oncol. 2019 Feb;37(1):96-102. doi: 10.1002/hon.2557. Epub 2018 Dec 5.,"Forty-two patients with relapsed/refractory AML/MDS received lurbinectedin administered as a 1-hour intravenous infusion in a 3 + 3 study design. ...Overall, lurbinectedin was safe and tolerated using the schedules and dose levels tested. While no sustained remissio …"
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,"Population-Pharmacokinetic and Covariate Analysis of Lurbinectedin (PM01183), a New RNA Polymerase II Inhibitor, in Pooled Phase I/II Trials in Patients with Cancer.",Clin Pharmacokinet. 2019 Mar;58(3):363-374. doi: 10.1007/s40262-018-0701-2.,"The potential influence of demographic, co-treatment, and laboratory characteristics on lurbinectedin pharmacokinetics was evaluated. ...Co-administration of cytochrome P450 3A inhibitors increased lurbinectedin exposure...."
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,Development and validation of a liquid chromatography-tandem mass spectrometry assay for the quantification of lurbinectedin in human plasma and urine.,J Pharm Biomed Anal. 2018 Sep 5;158:160-165. doi: 10.1016/j.jpba.2018.05.053. Epub 2018 Jun 1.,Lurbinectedin was eluted from the columns using tert-butyl methyl ether (TBME). Urine was first diluted in plasma and lurbinectedin was extracted from this matrix by liquid-liquid extraction using TBME. ...The method was developed to support a mass balance study in …
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,Targeting DNA damage in SCLC.,Lung Cancer. 2017 Dec;114:12-22. doi: 10.1016/j.lungcan.2017.10.006. Epub 2017 Oct 16.,
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,Antitumor activity of lurbinectedin (PM01183) and doxorubicin in relapsed small-cell lung cancer: results from a phase I study.,Ann Oncol. 2017 Oct 1;28(10):2559-2566. doi: 10.1093/annonc/mdx357.,"BACKGROUND: Lurbinectedin (PM01183) has synergistic antitumor activity when combined with doxorubicin in mice with xenografted tumors. ...RESULTS: Doxorubicin 50 mg/m2 and PM01183 4.0 mg flat dose was the RD. In relapsed SCLC, treatment tolerance at the RD wa …"
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,PM01183 inhibits myeloid-derived suppressor cells in vitro and in vivo.,Immunotherapy. 2017 Sep;9(10):805-817. doi: 10.2217/imt-2017-0046.,"AIM: To evaluate the ability of PM01183 to eliminate myeloid-derived suppressor cells (MDSCs). MATERIALS & METHODS: The effect of PM01183 on MDSCs, NK cells and CD8(+) T cells was examined in vitro and in vivo. ...CONCLUSION: PM01183 exhibits strong inhib …"
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,Ascites interferes with the activity of lurbinectedin and trabectedin: Potential role of their binding to alpha 1-acid glycoprotein.,Biochem Pharmacol. 2017 Nov 15;144:52-62. doi: 10.1016/j.bcp.2017.08.001. Epub 2017 Aug 4.,"Ascites completely abolished the activity of lurbinectedin at up to 10nM (in regular medium corresponds to the IC90), strongly reduced that of trabectedin, inhibited the cellular uptake of lurbinectedin and, to a lesser extent, that of trabectedin. ...KD values are …"
2020-09-23T05:54:49Z,https://pubmed.ncbi.nlm.nih.gov/?term=LURBINECTEDIN(PM01183)&sort=date&size=20,Lurbinectedin reduces tumour-associated macrophages and the inflammatory tumour microenvironment in preclinical models.,Br J Cancer. 2017 Aug 22;117(5):628-638. doi: 10.1038/bjc.2017.205. Epub 2017 Jul 6.,"Similar findings were observed when a lurbinectedin-resistant tumour variant was used, indicating a direct effect of lurbinectedin on the tumour microenviroment. ...These findings were supported by the strong inhibition of genes of the Rho-GTPase family in lurbin …"
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,A phase 1b/2 study of duvelisib in combination with FCR (DFCR) for frontline therapy for younger CLL patients.,Leukemia. 2020 Aug 20. doi: 10.1038/s41375-020-01010-6. Online ahead of print.,"Duvelisib is a delta/gamma PI3K inhibitor approved for relapsed/refractory CLL. We conducted an investigator-initiated, phase 1b/2 study of duvelisib + FCR (DFCR) as initial treatment for CLL patients aged ≤65. A standard 3 + 3 design included two dose levels of  …"
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,Safety considerations with targeted therapy drugs for B-cell non-Hodgkin lymphoma.,Expert Opin Drug Saf. 2020 Aug 25:1-16. doi: 10.1080/14740338.2020.1802424. Online ahead of print.,
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,Copanlisib in the treatment of non-Hodgkin lymphoma.,Future Oncol. 2020 Sep;16(26):1947-1955. doi: 10.2217/fon-2020-0195. Epub 2020 Jul 13.,"The two other PI3k inhibitors approved by the US FDA in this setting are idelalisib and duvelisib. In this review, we compare the efficacy and adverse event profile of these different PI3K inhibitors and discuss the advantages and challenges of using copanlisib along with …"
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,The dual PI3Kδ/CK1ε inhibitor umbralisib exhibits unique immunomodulatory effects on CLL T cells.,Blood Adv. 2020 Jul 14;4(13):3072-3084. doi: 10.1182/bloodadvances.2020001800.,"The in-clinic phosphatidylinositol 3-kinase (PI3K) inhibitors idelalisib (CAL-101) and duvelisib (IPI-145) have demonstrated high rates of response and progression-free survival in clinical trials of B-cell malignancies, such as chronic lymphocytic leukemia (CLL). ...Here, …"
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,Phase I study of duvelisib in Japanese patients with relapsed or refractory lymphoma.,Int J Hematol. 2020 Jul 1. doi: 10.1007/s12185-020-02929-3. Online ahead of print.,"Duvelisib was administered orally twice daily at 25 mg in 28-day cycles. Seven patients, comprising 4 with follicular lymphoma (FL), 2 with diffuse large B-cell lymphoma, and 1 with mantle cell lymphoma (MCL) were enrolled. ...Duvelisib was well tolerated in Japanes …"
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,Clinical outcomes in T-cell large granular lymphocytic leukaemia: prognostic factors and treatment response.,Br J Haematol. 2020 Jun 9. doi: 10.1111/bjh.16808. Online ahead of print.,"In the relapsed or Cy-refractory setting, alemtuzumab (n = 4) and pentostatin (n = 3) had an ORR of 50% and 66%, respectively, while duvelisib induced a long-term response in one patient. ...Prospective studies evaluating pentostatin, alemtuzumab and novel agents, such as …"
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,Inhibition of PI3K by copanlisib exerts potent antitumor effects on Merkel cell carcinoma cell lines and mouse xenografts.,Sci Rep. 2020 Jun 1;10(1):8867. doi: 10.1038/s41598-020-65637-2.,"Here, we found that both PI3K-α and -δ isoforms are abundantly expressed in our MCC cell lines and clinical samples; we therefore examined antitumor efficacy across a panel of five PI3K inhibitors with distinctive isoform-specificities, including idelalisib (PI3K-δ), copanlisib ( …"
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,"The regulation and function of CD20: an ""enigma"" of B-cell biology and targeted therapy.",Haematologica. 2020 Jun;105(6):1494-1506. doi: 10.3324/haematol.2019.243543.,"Current efforts to combine anti-CD20 monoclonal antibodies with BCR signaling inhibitors targeting BTK or PI3K (ibrutinib, acalabrutinib, idelalisib, duvelisib) or BH3-mimetics (venetoclax) lead to the necessity to better understand both the mechanisms of regulation and th …"
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,Development of a novel and quick UPLC-MS/MS method for the pharmacokinetic analysis of duvelisib in beagle dogs.,J Pharm Biomed Anal. 2020 Aug 5;187:113355. doi: 10.1016/j.jpba.2020.113355. Epub 2020 May 11.,"Selected reaction monitoring (SRM) mode was employed to detect the parent-to-daughter ion transitions as follows: m/z 416.88 → 281.88 for duvelisib, and m/z 553.09 → 436.01 for IS, respectively. The assay was successfully established in the calibration range from 0.5 to 30 …"
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,Loss of Phosphatidylinositol 3-Kinase Activity in Regulatory T Cells Leads to Neuronal Inflammation.,J Immunol. 2020 Jul 1;205(1):78-89. doi: 10.4049/jimmunol.2000043. Epub 2020 May 15.,"Idelalisib (PI3Kδ), alpelisib (PI3Kα), duvelisib (PI3Kδ/γ), and copanlisib (pan-PI3K) have recently been approved for use in cancer treatment. ..."
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,PI3K Inhibitors and Their Role as Novel Agents for Targeted Therapy in Lymphoma.,Curr Treat Options Oncol. 2020 Apr 30;21(6):51. doi: 10.1007/s11864-020-00746-8.,"With three agents now FDA approved for the treatment of relapsed and refractory (R/R) indolent non-Hodgkin lymphoma (iNHL), idelalisib, copanlisib, and duvelisib, we aim to review the pivotal trials leading to their approval as well as their clinical applications according …"
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,[Reaserch Advance on Inhibitor Targeting at the B-Cell Receptor Pathway in Chronic Lymphocytic Leukemia --Review].,Zhongguo Shi Yan Xue Ye Xue Za Zhi. 2020 Apr;28(2):708-712. doi: 10.19746/j.cnki.issn.1009-2137.2020.02.060.,"To date, the BTK inhibitor Ibrutinib, PI3K inhibitors Idelalisib and Duvelisib have been approved for CLL treatment, and some novel inhibitors are still in clinical trials. ..."
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,Duvelisib for the treatment of chronic lymphocytic leukemia.,Expert Opin Pharmacother. 2020 Aug;21(11):1299-1309. doi: 10.1080/14656566.2020.1751123. Epub 2020 Apr 15.,"AREAS COVERED: This review provides analysis of the mechanism of action of duvelisib and includes the rationale for the use of double inhibition. The authors also give their clinical experience with duvelisib. Overall, despite the high efficacy of the drug, some con …"
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,Novel Therapies in Chronic Lymphocytic Leukemia: A Rapidly Changing Landscape.,Curr Treat Options Oncol. 2020 Mar 13;21(4):24. doi: 10.1007/s11864-020-0715-5.,"Treatment landscape of chronic lymphocytic leukemia (CLL) has changed since 2014 after the introduction of inhibitors of B-cell receptor signaling pathway (ibrutinib, acalabrutinib, idelalisib and duvelisib) and the inhibitor of the anti-apoptotic protein BCL-2 (venetoclax …"
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,Biomarkers of genome instability in normal mammalian genomes following drug-induced replication stress.,Environ Mol Mutagen. 2020 Feb 20. doi: 10.1002/em.22364. Online ahead of print.,"Here, we show that drug-induced replication stress leads to increased genome instability in vitro using proliferating primary human cells as well as in vivo in rat bone marrow (BM) and duodenum (DD). p53-binding protein 1 (53BP1, biomarker of DNA damage repair) nuclear bodies wer …"
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,Efficacy and Safety of Duvelisib Following Disease Progression on Ofatumumab in Patients with Relapsed/Refractory CLL or SLL in the DUO Crossover Extension Study.,Clin Cancer Res. 2020 May 1;26(9):2096-2103. doi: 10.1158/1078-0432.CCR-19-3061. Epub 2020 Jan 21.,We report results from patients with progressive disease (PD) after ofatumumab who crossed over to duvelisib in the DUO trial. PATIENTS AND METHODS: Patients with radiographically confirmed PD after ofatumumab received duvelisib 25 mg twice daily in 28-day cycles un …
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,Isoform-Selective PI3K Inhibitors for Various Diseases.,Curr Top Med Chem. 2020;20(12):1074-1092. doi: 10.2174/1568026620666200106141717.,"Idelalisib, Copanlisib, Duvelisib, and Alpelisib were approved by the FDA for the treatment of different types of cancer and several other PI3K inhibitors are currently under active clinical development. ..."
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,Resistance Mechanisms to Targeted Agents in Chronic Lymphocytic Leukemia.,Cancer J. 2019 Nov/Dec;25(6):428-435. doi: 10.1097/PPO.0000000000000406.,"These 4 agents include the Bruton tyrosine kinase inhibitor ibrutinib, the B-cell leukemia/lymphoma-2 inhibitor venetoclax, and the phosphatidylinositol-3 kinase inhibitors idelalisib and duvelisib. ..."
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,"INCB050465 (Parsaclisib), a Novel Next-Generation Inhibitor of Phosphoinositide 3-Kinase Delta (PI3Kδ).",ACS Med Chem Lett. 2019 Oct 17;10(11):1554-1560. doi: 10.1021/acsmedchemlett.9b00334. eCollection 2019 Nov 14.,"The unique structure of 20 contains a pyrazolopyrimidine hinge-binder in place of a purine motif that is present in other PI3Kδ inhibitors, such as idelalisib (1), duvelisib (2), and INCB040093 (3, dezapelisib). ..."
2020-09-23T05:54:53Z,https://pubmed.ncbi.nlm.nih.gov/?term=DUVELISIB&sort=date&size=20,Double PIK3CA mutations in cis increase oncogenicity and sensitivity to PI3Kα inhibitors.,Science. 2019 Nov 8;366(6466):714-723. doi: 10.1126/science.aaw9032.,
2020-09-23T05:54:56Z,https://pubmed.ncbi.nlm.nih.gov/?term=BAY1895344&sort=date&size=20,"Discovery of ATR kinase inhibitor berzosertib (VX-970, M6620): Clinical candidate for cancer therapy.",Pharmacol Ther. 2020 Jun;210:107518. doi: 10.1016/j.pharmthera.2020.107518. Epub 2020 Feb 26.,"We also outline the transition from preclinical to clinical studies, as well as its relationships with other clinical candidates (AZD6738, VX-803 [M4344], and BAY1895344). ..."
2020-09-23T05:54:56Z,https://pubmed.ncbi.nlm.nih.gov/?term=BAY1895344&sort=date&size=20,Targeting ATR as Cancer Therapy: A new era for synthetic lethality and synergistic combinations?,Pharmacol Ther. 2020 Mar;207:107450. doi: 10.1016/j.pharmthera.2019.107450. Epub 2019 Dec 11.,"Targeting ATR is the focus of many oncology drug pipelines with a number of potent, selective ATR inhibitors developed, four (M6620, M4344, AZD6738 and BAY1895344) are currently in clinical development. ..."
2020-09-23T05:54:56Z,https://pubmed.ncbi.nlm.nih.gov/?term=BAY1895344&sort=date&size=20,Ataxia telangiectasia and Rad3-related inhibitors and cancer therapy: where we stand.,J Hematol Oncol. 2019 Apr 24;12(1):43. doi: 10.1186/s13045-019-0733-6.,"Preclinical and clinical data from early-phase trials on three ATR inhibitors (M6620, AZD6738, and BAY1895344), either as monotherapy or in combination, were reviewed. ..."
